"","SRR24302636","SRR24302631","SRR24302634","SRR24302641","SRR24302632","SRR24302643","SRR24302642","SRR24302639","SRR24302635","SRR24302640","SRR24302633"
"DHRS7B",20.1507586513548,21.5752641576145,16.1436056134129,22.1474510396412,20.2359967866543,16.7880314886836,20.1172123688844,17.3210658162868,19.8835008705461,18.8710717428775,20.2956533994441
"PSENEN",26.0918637856448,19.3672692876831,25.3446243568088,20.1065596469097,16.3211309232961,20.6288357407072,17.1565660202562,17.0106524504035,18.0472936661421,16.5438082035414,24.8764905303531
"ECSCR",13.5971684516741,8.89506504743754,6.94258687001693,10.582399814163,9.5390393571967,8.7347322505697,11.007531296182,8.87782226426169,7.23990269165003,9.15727610043119,19.0868213787875
"CBS",5.63486260159466,8.01186709946502,13.0487174906342,9.59974840284788,3.08778152602899,12.8233303253045,11.7666713855739,12.8511133475676,8.34162701429242,10.0173517562728,2.86302320681813
"BCAS3",13.9034109843694,16.5284187406286,16.5618337381127,17.2341939830655,17.2584931722692,18.522588247662,16.5492539487427,17.6935618553467,18.257145918074,19.0228497997908,16.2237981719694
"COL4A3",5.08362604274301,4.60524644299958,4.18228124699815,6.87855987920596,5.01764497979711,12.4516395912377,9.86882116209425,7.51200345437528,5.71847386514386,11.4845396397673,11.4520928272725
"GPR176",4.59363799043043,6.18238563580765,4.68415499663793,5.517965617385,5.8447293171263,6.93822703591352,5.46580864362143,6.89117672260873,5.08891710934821,13.2046909514505,3.81736427575751
"FAM69C",13.2909259189787,13.6895681935741,16.9800618628125,10.7335769543654,15.6594634534327,10.3453920981925,10.4002192246686,9.62281434238155,11.5943369192366,5.96993690525349,18.0052348339896
"MRE11A",10.0447550724079,12.1755145684783,9.9538293678556,9.52415983274672,13.1230714856232,12.0180004014931,11.9944134123915,14.0306841379241,12.6435981788961,14.7224715205827,7.7619740273736
"RIC3",16.9658363113231,9.21049288599915,11.7940331165348,10.8847540945677,13.8398779113085,15.6729592864832,10.7797892693645,12.5406999816843,10.964780163441,13.8118031791034,9.73427890318165
"SLC8B1",9.67726403317344,12.8694558133139,6.69164999519704,13.7571197584119,11.3586248993209,11.5224127560707,10.3243052157294,12.0440385962711,11.4369477302877,15.6837325476998,12.7245475858584
"NGDN",22.2944563802223,14.3835094384096,23.3371293582497,15.1933025903341,17.6996048188447,18.7084336146954,17.7638780917696,17.0727351235802,14.2699531313682,18.2133668295869,22.8405629166158
"DNAJC30",28.2968100210514,22.3322909701623,29.1086774791071,26.3804109653064,25.3087807222733,20.8766295634184,20.8763524582763,22.4118450167725,22.5591170826776,18.8204790572398,22.1407127993936
"CLK2",16.4758482590105,16.8438465791902,12.9650718656943,14.2106511790189,13.2333493972671,15.9827015648722,13.6645216090536,11.7957079035645,12.800987367845,15.7849179189753,21.1863717304542
"CARD6",5.63486260159466,10.0936908339717,5.10238312133774,10.5068112440619,11.7997365458965,11.9560519458153,9.79290715315506,11.0507158254446,9.33842521096888,13.2046909514505,8.01646497909077
"FZD8",9.37102150047808,9.02123618286218,6.35706749543719,6.04708560809316,6.45125783116771,8.6108353392141,7.36365886710109,7.82241682025855,8.49901620324134,14.1659519785676,11.1339791376261
"FAM84B",7.47231779776683,12.6171135424646,9.53560124315579,11.1115198048712,8.10542650582609,14.7437324513162,15.6382858414724,15.6448336405171,13.4830071866236,13.8118031791034,13.0426612755048
"PBLD",10.5347431247205,10.7245465110949,8.86643624363608,7.78562272041994,7.22320321267495,9.1683714403143,5.54172265256062,8.25699553249514,13.1682288087258,12.3952079812466,7.63472855151502
"ZSCAN26",20.273255664433,22.9000610795732,24.6754593572891,19.1239082355946,20.511691565764,23.1067739678191,20.7245244403979,17.0106524504035,18.9916287998356,22.311374366244,20.1047851856562
"POLE",12.3109498143536,16.9700177146149,16.9800618628125,12.6232912068945,12.8473767065135,17.593361412495,14.8791457520806,16.4519083918136,14.584731509266,18.5675156290511,13.6152659168684
"EBAG9",27.6843249556607,21.8276064284637,32.1199199769458,24.5662852828784,26.632115662,25.2130214608643,29.302807450526,23.4672504607757,23.0312846495244,23.8291549353762,31.3023870612116
"CAMK2A",22.845692939074,31.1011848821752,23.6717118580095,27.589828086925,24.0957236941905,22.2394955883299,29.7582915041611,27.1301281781983,21.4573927600352,17.3026984881076,26.5306817165147
"RAB2B",22.1719593671442,19.4303548553955,17.9001637371521,23.6592224416645,17.9201606421325,20.5668872850294,20.0412983599452,21.9151836313593,21.4573927600352,20.3888523120098,20.6773898270198
"INTS12",20.8244922232846,18.9887558814092,27.2684737304279,21.8450967592365,21.2836369472712,21.1244233861296,16.9288239934386,20.2389514555896,21.1426143821374,21.6030767673156,21.4408626821713
"DMAP1",22.9069414456131,23.9094301629704,23.6717118580095,26.0024681148006,25.0330859431636,21.310268753163,28.6195813700733,22.5360103631258,25.2347332948092,21.2995206534891,27.2941545716662
"CYB561D1",6.92108123891518,10.2829475371086,6.94258687001693,5.21561133698035,7.55403694760663,8.23914460514731,7.21183084922272,7.82241682025855,11.6992630452026,12.6987640950731,7.18936938600997
"SLC25A40",24.0094145633164,21.1967507513405,22.1660906090902,20.4845024974156,25.3087807222733,19.761557361218,27.1013011912896,21.418522245946,21.3524666340693,17.9604034013982,22.7133174407572
"ABCD4",15.4958721543853,17.4747022563135,17.3146443625723,16.4783082820538,19.5743293167909,19.761557361218,18.5230181811615,18.9972979920565,16.8931062805167,18.5675156290511,22.3315810131814
"ARFIP2",13.7196654647522,14.3204238706973,13.8851737400339,17.6121368335713,13.6744610438427,15.115423185383,13.8922636358711,13.7202707720408,17.8374414142102,17.4544765450208,17.6234984064138
"SPAG16",28.2355615145124,17.9163012302997,36.6367837237038,28.1189480776332,23.9303068267247,22.3633924996855,27.1013011912896,27.3163761977283,24.5002504130476,20.4900376832853,22.9041856545451
"BBS9",16.6595937786277,12.4909424070399,24.5918137323491,15.1933025903341,17.5893269072008,13.1330726036935,27.5567852449247,15.5206682941638,11.0697062894069,13.2046909514505,12.1519429444947
"PRKD2",12.6171923470489,16.1499053343547,10.2884118676155,13.6059426182096,16.3211309232961,12.5755365025933,15.1068877788981,13.9065187915708,15.0568990761127,14.0647666072921,19.0231986408583
"FAM149A",3.98115292503971,6.68707017750623,3.8476987472383,12.4721140666921,6.94750843356522,9.78785599709229,5.69355067043899,8.13283018614183,7.92192251042865,11.535132325405,12.5973021099998
"DTWD2",19.5995220925032,14.8251084123959,25.2609787318688,21.7695081891354,19.519190360969,14.495938628605,17.080652011317,17.0106524504035,21.2475405081033,12.8505421519863,20.7410125649491
"C22orf29",13.2296774124396,14.1942527352727,10.3720574925554,13.8327083285131,16.6519646582278,13.8145056161492,10.172477197851,14.1548494842774,15.5290666429595,12.1422445530579,12.1519429444947
"ACER3",24.6218996287071,18.9256703136969,23.4207749831896,24.0371652921703,14.6118232928157,19.8235058168958,15.9419418772292,18.1281405675833,16.8406432175338,20.4394449976475,21.4408626821713
"MKRN2OS",2.32744324848475,2.01873816679433,11.9613243664147,3.25030851435007,7.22320321267495,6.25679402345773,1.89785022347966,11.9819559230945,4.72167566846741,1.21422445530579,5.78966915156555
"TTC12",6.00235364082909,14.5096805738343,4.09863562205819,3.93060564526055,4.30083855411181,11.7702065787819,7.43957287604028,7.26367276166866,4.77413873145038,7.18416136055928,9.47978795146448
"SRBD1",13.9646594909085,15.2667073863822,13.550591240274,14.3618283192212,19.0229397585714,14.6817839956384,14.0440916537495,16.7623217576969,13.5879333125895,16.037881347164,12.7881703237877
"GPC6",5.20612305582115,4.92067428156119,5.18602874627771,6.72738273900364,2.8672257027412,5.20367027693514,4.02344247377689,11.3611291913279,11.7517261081856,4.70511976430995,3.30838237232317
"WASF3",13.8421624778304,15.5190496572314,15.809023113653,20.2577367871121,16.2108530116522,19.8235058168958,20.0412983599452,19.0593806652331,17.4177369103464,18.4157375721379,12.5336793720705
"MYDGF",20.9469892363628,17.1592744177518,18.7366199865517,21.6939196190342,16.5968257024058,18.0889490579174,18.3711901632831,20.7356128410028,17.9948306031591,21.2489279678514,22.7133174407572
"GRWD1",13.0459318928224,18.357900204286,14.8052756143735,19.3506739458981,16.1005751000083,16.973876855717,16.3974259308643,15.5827509673405,19.5687224926483,16.0884740328018,13.742511392727
"DEDD",18.3745519617217,14.7620228446836,17.8165181122121,16.9318397026608,17.6996048188447,16.664134577328,15.86602786829,14.0306841379241,18.7817765479037,17.8592180301227,19.2140668546461
"TNFAIP3",7.41106929122776,8.13803823488966,3.8476987472383,7.8612112905211,9.64931726884059,12.9472272366601,9.18559508164157,7.7603341470819,9.02364683307105,12.9517275232618,9.22529699974731
"EBF3",14.6383930628383,13.5633970581494,14.9725668642534,16.8562511325597,19.3537734935031,18.6464851590176,21.4077505208506,18.1281405675833,15.0568990761127,18.0615887726737,19.3413123305047
"SIPA1L3",14.4546475432211,17.7270445271628,19.9076587357112,11.4138740852758,16.3211309232961,17.7172583238506,12.8294675107225,16.017329679577,14.0076378164533,15.2283983769602,10.1160153307574
"RPL23P8",17.3945758570966,9.08432175057451,19.9076587357112,15.8735997212445,14.7221012044596,12.2038457685265,17.9916201185872,7.69825147390524,11.4894107932707,7.79127358821218,18.323348523636
"GPATCH11",12.6171923470489,13.7526537612864,14.7216299894335,13.9838854687154,14.2258506020621,18.6464851590176,13.2090375554185,17.0727351235802,12.9583765567939,16.8979570030056,10.8794881859089
"SLC35A1",20.0282616382767,13.5003114904371,23.3371293582497,17.3853711232678,16.3211309232961,19.8235058168958,16.4733399398035,15.2723376014572,15.7389188948914,18.9216644285153,22.9678083924743
"XRCC4",12.2497013078145,9.58900629227309,12.8814262407543,8.9194512719374,8.87737188733334,12.9472272366601,9.10968107270238,8.25699553249514,16.2110864617381,10.8268347264767,9.41616521353519
"CABLES2",15.0671326086118,13.0587125164509,9.87018374291564,18.0656682541783,16.4865477907619,9.91175290844789,11.3111873319388,17.4452311626401,13.1682288087258,10.4726859270125,14.0606250823735
"KCNJ5",7.65606331738405,11.923172297629,7.6953974944766,8.01238843072343,13.1782104414451,8.5488868835363,20.1931263778236,9.31240097649828,9.49581439991779,8.39838581586507,6.68038748257564
"DNAJC2",30.1342652172236,19.6826971262448,35.1311624747845,25.7757024044971,21.3387759030932,26.2041967517091,24.9757089409924,23.405167787599,23.2935999644392,20.8947791683872,28.7574775440399
"RAPGEF6",15.7408661805416,12.5540279747523,15.4744406138932,15.9491882913457,15.7146024092547,17.283619134106,14.651403725263,13.5961054256875,13.0108396197769,19.1240351710663,14.4423615099492
"DCAF13",28.2968100210514,20.313552803368,31.1161724776662,21.6939196190342,23.3237783126832,22.1775471326522,22.1668906102425,23.8397464998356,21.824634200916,16.2908447753527,24.1130176752016
"FAHD2A",20.8857407298237,17.7901300948751,20.325886860411,22.9033367406528,24.8676690756977,17.7172583238506,21.6354925476682,19.9285380897063,19.4113333036993,15.0260276344092,18.7687076891411
"MIR5047",10.0447550724079,12.6171135424646,8.86643624363608,5.7447313276885,8.10542650582609,12.5135880469155,5.38989463468224,5.89785395178224,4.77413873145038,10.6750566695634,12.7245475858584
"RTN2",12.7396893601271,13.7526537612864,10.4557031174954,13.8327083285131,9.4287614455528,10.2214951868369,11.387101340878,17.3210658162868,13.7453225015385,15.0260276344092,15.26945710303
"UHRF2",20.8857407298237,16.6545898760533,20.9114062349908,17.5365482634702,16.8725204815155,22.3014440440077,17.2324800291953,16.8244044308736,17.8899044771932,19.376998599255,15.5239480547472
"ADGRB2",7.65606331738405,10.4722042402456,6.35706749543719,10.8091655244665,7.00264738938717,11.0887735663261,10.3243052157294,8.19491285931849,14.0601008794363,11.4845396397673,6.10778284121201
"SDF2",24.8056451483243,20.8182373450666,25.1773331069289,21.0136224881237,22.9378056219296,21.929753309941,26.3421611018977,22.5980930363025,23.8706936572519,21.2995206534891,26.5306817165147
"DDX52",22.4169533933005,22.2061198347377,19.9076587357112,23.2812795911587,22.1107212846004,23.3545677905303,20.0412983599452,21.5426875922994,21.3000035710863,19.9335181412701,20.0411624477269
"IFT43",25.9693667725667,19.5565259908201,29.8614881035668,24.1127538622715,19.464051405147,19.0181758930844,20.1931263778236,18.6868846261732,23.8182305942689,18.7698863716021,20.6137670890905
"SYNGAP1",8.14605136969663,11.2292310527935,7.02623249495689,7.63444558021761,10.3661236945259,11.6463096674263,7.36365886710109,8.62949157155507,8.65640539219025,14.2165446642053,8.97080604803014
"RBM7",20.4570011840502,18.7364136105599,20.5768237352309,22.978925310754,24.4265574291222,21.6819594872298,22.6223746638776,18.2523059139366,19.8835008705461,19.8829254556324,22.5224492269693
"AKAP7",13.4134229320569,8.13803823488966,19.9076587357112,15.5712454408399,15.6043244976108,11.6463096674263,18.5989321901007,12.5406999816843,7.23990269165003,5.05926856377414,14.8877206754543
"FAM160A2",21.7432198213707,17.979386798012,19.9076587357112,19.8797939366062,20.2911357424762,26.0802998403535,22.774202681756,20.9218608605328,19.3064071777334,18.8204790572398,18.5142167374239
"TTYH3",12.5559438405098,12.4909424070399,6.44071312037715,9.82651411315138,8.54653815240166,8.9205776176031,9.10968107270238,13.0994440402742,13.2731549346917,12.6481714094353,12.5336793720705
"PGM3",20.5794981971283,16.7176754437656,19.4057849860714,19.2750853757969,16.8173815256936,21.929753309941,17.2324800291953,18.8731326457032,18.5194612329888,20.2370742550966,17.4962529305552
"BTN3A3",5.3286200688993,8.95815061514986,9.03372749351601,8.9194512719374,13.1230714856232,11.6463096674263,12.1462414302698,12.3544519621544,9.60074052588373,13.6600251221902,12.4064338962119
"KCND3",4.59363799043043,9.08432175057451,4.01498999711823,5.7447313276885,9.09792771062112,8.36304151650291,7.8950569296754,10.4298890936781,7.97438557341162,10.5232786126502,2.09955035166663
"TRIM4",9.37102150047808,13.2479692195878,7.77904311941656,12.396525496591,11.7997365458965,13.5047633377602,13.8163496269319,10.6782197863847,12.5911351159131,15.4813618051489,9.79790164111094
"IL1RAP",13.9034109843694,14.8251084123959,16.0599599884729,11.4138740852758,15.0529349393913,14.8676293626718,10.4002192246686,8.87782226426169,11.6467999822196,15.3801764338734,10.1796380686867
"DDX60L",13.4746714385959,13.9419104644234,14.7216299894335,15.7224225810422,17.0379373489814,15.9207531091944,17.3083940381345,16.017329679577,17.7849783512272,17.7580326588472,15.905684482323
"ABCC4",5.63486260159466,8.45346607345128,4.93509187145782,4.98884562667685,7.05778634520912,7.99135078243611,8.19871296543215,8.81573959108504,9.6532035888667,12.4963933525221,4.58083713090901
"FAM126B",17.8845639094091,14.257338302985,20.9114062349908,15.5712454408399,17.423910039735,23.5404131575637,15.1828017878373,16.1414950259304,15.2142882650617,14.671878834945,21.377239944242
"WDR70",15.9858602066979,14.6989372769713,16.6454793630526,15.3444797305364,16.7622425698716,14.7437324513162,14.7273177342022,16.3277430454603,13.9551747534703,19.5793693418059,17.4962529305552
"POMT1",23.0906869652303,20.7551517773543,23.4207749831896,19.8797939366062,20.8976642565176,22.3014440440077,21.3318365119114,23.5293331339523,19.8835008705461,22.6149304800704,23.4131675579794
"PKD1L2",8.63603942200921,7.88569596404037,21.8315081093304,7.48326844001528,10.1455678712381,6.25679402345773,5.38989463468224,6.20826731766552,8.07931169937757,4.50274902175898,5.34430998606051
"CADM2",1.71495818309403,6.68707017750623,0.920101874339593,2.49442281333843,1.98500240959006,10.9029281992927,10.0206491799726,0.744992078119862,5.35123242426306,1.11303908403031,4.19910070333326
"ASB18",12.3109498143536,10.346033104821,8.86643624363608,6.50061702870014,10.5315405619917,5.94705174506873,4.02344247377689,9.06407028379166,12.1189675490663,8.49957118714056,6.80763295843422
"NGFR",5.3286200688993,3.91130519816402,2.258431873379,4.61090277617103,1.65416867465839,9.29226835166989,4.09935648271607,2.23497623435959,7.18743962866706,9.96675907063506,4.13547796540397
